"persid","participant_wt","age","sex","ses","dem_index","work_status","age_group_scen","age_group_2","occupation_cat","industry_cat","work_full","study_full","mod_total_hr","vig_total_hr","mod_leis_hr","vig_leis_hr","mod_work_hr","vig_work_hr","walk_rc","walk_trans","walk_base","pa_guide_adults","pa_guide_older_adults","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_scen","scen"
"Y18H3020206P02",248.89,38,"female",6,10,"unemployed","35 to 39",37,"Not in Work Force","Not in Work Force","No","Part time",0,0,0,0,0,0,0,0,"No","No","No",12.25,87.28,0,0,0,0,0,0,0,0,12.25,87.28,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020214P01",222.89,43,"male",6,11,"employed","40 to 44",42,"Labourers","Construction","Yes",NA,15,15,0,0,15,15,0.333333333333333,0,"No","No","No",1.16666666666667,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78727272727273,4.38,"No","all_0_5"
"Y18H3020214P02",212.02,42,"female",6,12,"employed","40 to 44",42,"Managers","Accommodation and Food Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020214P03",245.92,18,"male",6,1,"employed","15 to 19",17,"Community and Personal Service Workers","Arts and Recreation Services","No",NA,0,1,0,1,0,0,0.5,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020218P01",91.67,36,"male",6,9,"employed","35 to 39",37,"Managers","Financial and Insurance Services","Yes",NA,0,2,0,1,0,1,0,2,"Yes","No","No",2.33333333333333,10.51,3.5,2.38,13.7666666666667,101.94,0,0,0,0,2.33333333333333,10.51,3.5,2.38,13.7666666666667,101.94,0,0,0,0,"Yes","all_0_5"
"Y18H3020218P02",88.77,36,"female",6,10,"employed","35 to 39",37,"Managers","Retail Trade","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",9.33333333333333,22.88,0,0,0,0,0,0,0,0,9.33333333333333,22.88,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020219P01",80.47,48,"female",6,14,"employed","45 to 49",47,"Professionals","Professional, Scientific and Technical Services","Yes",NA,0.333333333333333,0,0.333333333333333,0,0,0,6.66666666666667,0,"No","No","Yes",8.75,19.95,0,0,0,0,0,0,0,0,8.75,19.95,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020219P02",83.1,43,"male",6,11,"employed","40 to 44",42,"Technicians and Trades Workers","Construction","Yes",NA,7,0.666666666666667,7,0.666666666666667,0,0,3,0,"No","Yes","Yes",7,37.53,0,0,0,0,0,0,0,0,7,37.53,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020220P01",174.74,59,"female",6,18,"employed","55 to 59",57,"Professionals","Education and Training","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",19.25,63.68,0,0,0,0,0,0,0,0,18.6666666666667,61.66,0,0,0,0,0,0,1.28545454545455,2.02,"No","all_0_5"
"Y18H3020223P01",81.97,46,"male",6,13,"employed","45 to 49",47,"Labourers","Transport, Postal and Warehousing","No",NA,0,0,0,0,0,0,1.5,0,"No","No","No",12.8333333333333,59.24,0,0,0,0,0,0,0,0,12.8333333333333,59.24,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020223P02",87.55,38,"female",6,10,"employed","35 to 39",37,"Professionals","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",11.0833333333333,32.11,0,0,0,0,0,0,0,0,11.0833333333333,32.11,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020224P01",82.7,42,"male",6,11,"employed","40 to 44",42,"Professionals","Professional, Scientific and Technical Services","Yes",NA,6,6,6,6,0,0,0,0,"No","No","No",4.66666666666667,19.72,0,0,0,0,0,0,0,0,3.5,14.92,0,0,0,0,0,0,3.05454545454545,4.8,"No","all_0_5"
"Y18H3020224P02",88.33,34,"female",6,8,"employed","30 to 34",32,"Professionals","Health Care and Social Assistance","No",NA,0,0,0,0,0,0,0,0,"No","No","No",7.58333333333333,35.37,0,0,0,0,0,0,0,0,7.58333333333333,35.37,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020228P01",182.06,58,"female",6,18,"employed","55 to 59",57,"Professionals","Education and Training","Yes",NA,0,0,0,0,0,0,1,2.75,"Yes","No","No",4.66666666666667,12.14,4.66666666666667,5.66,0,0,0,0,0,0,4.66666666666667,12.14,4.66666666666667,5.66,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3020229P01",68.5,60,"female",6,20,"employed","60 to 64",62,"Managers","Manufacturing","Yes",NA,0,0,0,0,0,0,2.5,0,"No","No","No",4.66666666666667,27.41,0,0,0,0,0,0,0,0,4.66666666666667,27.41,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020230P01",90.41,36,"male",6,9,"employed","35 to 39",37,"Professionals","Professional, Scientific and Technical Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",2.33333333333333,15.16,0,0,0,0,0,0,0,0,2.33333333333333,15.16,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020230P02",87.55,36,"female",6,10,"unemployed","35 to 39",37,"Professionals","Professional, Scientific and Technical Services","No",NA,0,0,0,0,0,0,0,0,"No","No","No",8.75,24.65,0,0,0,0,0,0,0,0,5.83333333333333,17.16,0,0,0,0,0,0,4.76636363636364,7.49,"No","all_0_5"
"Y18H3020231P01",88.33,37,"female",6,10,"employed","35 to 39",37,"Professionals","Education and Training","No",NA,3,0,0,0,3,0,3,0,"No","No","No",5.25,15.4,0,0,0,0,0,0,0,0,3.5,10.53,0,0,0,0,0,0,3.09909090909091,4.87,"No","all_0_5"
"Y18H3020232P01",85.05,71,"female",6,24,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",5.25,14.67,0,0,0,0,0,0,0,0,5.25,14.67,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020233P01",80.47,43,"female",6,12,"employed","40 to 44",42,"Professionals","Education and Training","Yes",NA,2,0,2,0,0,0,1,0,"No","No","No",10.7333333333333,83.28,0,0,0,0,0,0,0,0,8.75,75.48,0,0,0,0,0,0,4.96363636363636,7.8,"No","all_0_5"
"Y18H3020235P01",203.03,76,"female",6,26,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",1.16666666666667,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02363636363636,3.18,"No","all_0_5"
"Y18H3020235P02",213.43,75,"male",6,25,"unemployed","75 to 79",77,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",1.16666666666667,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02363636363636,3.18,"No","all_0_5"
"Y18H3020236P01",70.73,67,"male",6,21,"employed","65 to 69",67,"Professionals","Other Services","Yes",NA,0,0,0,0,0,0,5,0,"No","No","Yes",16.9166666666667,78.45,0,0,0,0,0,0,0,0,16.9166666666667,78.45,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020237P01",87.55,33,"female",6,8,"unemployed","30 to 34",32,"Not in Work Force","Not in Work Force","No",NA,1,0,1,0,0,0,0.5,0,"No","No","No",1.16666666666667,8.14,0,0,0,0,0,0,0,0,0.583333333333333,5.41,0,0,0,0,0,0,1.73727272727273,2.73,"No","all_0_5"
"Y18H3020240P01",91.65,37,"male",6,9,"employed","35 to 39",37,"Machinery Operators and Drivers","Retail Trade","No",NA,4,2,4,2,0,0,0,0,"No","No","No",11.0833333333333,38.96,0,0,0,0,0,0,0,0,9.91666666666667,37.96,0,0,0,0,0,0,0.636363636363636,1,"No","all_0_5"
"Y18H3020240P02",88.75,35,"female",6,10,"employed","35 to 39",37,"Professionals","Education and Training","No",NA,30,0,0,0,30,0,0,0,"No","No","No",9.33333333333333,42.09,0,0,0,0,0,0,0,0,9.33333333333333,42.09,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020242P01",191.39,53,"male",6,15,"employed","50 to 54",52,"Sales Workers","Rental, Hiring and Real Estate Services","Yes",NA,36.75,0,0.75,0,36,0,1,0,"No","No","No",13.8833333333333,80.62,0,0,0,0,0,0,0,0,12.8333333333333,75.31,0,0,0,0,0,0,3.37909090909091,5.31,"No","all_0_5"
"Y18H3020242P02",212.02,49,"female",6,14,"employed","45 to 49",47,"Clerical and Administrative Workers","Manufacturing","Yes",NA,1,0.666666666666667,1,0.666666666666667,0,0,6,1,"Yes","Yes","Yes",18.55,127.95,0.583333333333333,0.52,0,0,0,0,0,0,17.5,122.64,0.583333333333333,0.52,0,0,0,0,3.37909090909091,5.31,"Yes","all_0_5"
"Y18H3020301P01",73.98,24,"female",10,4,"unemployed",NA,22,"Not in Work Force","Not in Work Force","No","Full time",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,0,0,4.08333333333333,1.8,0,0,0,0,0,0,0,0,4.08333333333333,1.8,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3020302P01",48.81,53,"male",10,15,"employed","50 to 54",52,"Professionals","Professional, Scientific and Technical Services","Yes",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,11.6666666666667,18.22,0,0,0,0,0,0,0,0,11.6666666666667,18.22,"No","all_0_5"
"Y18H3020302P02",47.26,52,"female",10,16,"employed","50 to 54",52,"Professionals","Health Care and Social Assistance","No",NA,0,0,0,0,0,0,21,0,"No","No","Yes",17.5,28.83,0,0,0,0,0,0,0,0,17.5,28.83,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020306P01",141.92,70,"female",10,24,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",10.5,11.61,0,0,0,0,0,0,0,0,10.5,11.61,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020306P02",122.44,69,"male",10,21,"employed","65 to 69",67,"Community and Personal Service Workers","Other Services","Yes",NA,0,2,0,2,0,0,1.66666666666667,0,"No","No","Yes",10.5,11.61,0,0,0,0,0,0,0,0,10.5,11.61,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020312P01",54.27,46,"female",10,14,"employed","45 to 49",47,"Managers","Education and Training","No",NA,0,0,0,0,0,0,1,2,"Yes","No","No",11.6666666666667,10.75,3.5,1.44,9.45,17.24,0,0,0,0,0,0,3.5,1.44,9.45,17.24,0,0,6.84090909090909,10.75,"Yes","all_0_5"
"Y18H3020312P02",56.04,45,"male",10,13,"employed","45 to 49",47,"Professionals","Information Media and Telecommunications","Yes",NA,2,1,2,1,0,0,1,0,"No","No","No",5.25,10.51,0,0,0,0,0,0,0,0,5.25,10.51,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020314P01",121.34,68,"female",10,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",4.08333333333333,11.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33090909090909,11.52,"No","all_0_5"
"Y18H3020314P02",121.34,65,"female",10,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,1.5,0,1.5,0,0,0,5,2.33333333333333,"Yes","No","Yes",0,0,4.66666666666667,3.12,0,0,0,0,0,0,0,0,4.66666666666667,3.12,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3020316P01",76.88,28,"male",10,5,"employed","25 to 29",27,"Professionals","Information Media and Telecommunications","Yes",NA,42,13,0,13,42,0,0,2.5,"Yes","No","Yes",0,0,3.26666666666667,1.68,7.35,14.08,0,0,0,0,0,0,3.26666666666667,1.68,7.35,14.08,0,0,0,0,"Yes","all_0_5"
"Y18H3020316P02",74.45,28,"female",10,6,"employed","25 to 29",27,"Professionals","Financial and Insurance Services","Yes",NA,5,0,0,0,5,0,0.75,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020317P01",49.24,51,"male",10,15,"employed","50 to 54",52,"Professionals","Health Care and Social Assistance","Yes",NA,34,0,4,0,30,0,4,3,"Yes","Yes","Yes",10.5,33.8,2.33333333333333,0.7,0,0,0,0,0,0,10.5,33.8,2.33333333333333,0.7,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3020317P02",54.01,49,"female",10,14,"employed","45 to 49",47,"Clerical and Administrative Workers","Health Care and Social Assistance","No",NA,0.75,0.75,0.75,0.75,0,0,5,0,"No","No","Yes",2.91666666666667,12.15,0,0,0,0,0,0,0,0,2.91666666666667,12.15,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020317P03",75.11,20,"female",10,4,"employed","20 tp 24",22,"Clerical and Administrative Workers","Public Administration and Safety","No",NA,4,0.333333333333333,4,0.333333333333333,0,0,1.5,0,"No","Yes","Yes",1.75,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97636363636364,7.82,"No","all_0_5"
"Y18H3020318P01",75.49,28,"female",10,6,"employed","25 to 29",27,"Professionals","Professional, Scientific and Technical Services","No",NA,15,10,10,0,5,10,5,5,"Yes","Yes","Yes",0,0,5.01666666666667,2.44,7,22.4,0,0,0,0,0,0,5.01666666666667,2.44,7,22.4,0,0,0,0,"Yes","all_0_5"
"Y18H3020319P01",54.27,46,"female",10,14,"employed","45 to 49",47,"Professionals","Health Care and Social Assistance","Yes",NA,0.833333333333333,0.333333333333333,0.833333333333333,0.333333333333333,0,0,1.5,3,"Yes","No","No",13.4166666666667,27.14,4.66666666666667,0.96,0,0,0,0,0,0,7.58333333333333,20.85,4.66666666666667,0.96,0,0,0,0,4.00272727272727,6.29,"Yes","all_0_5"
"Y18H3020320P01",181.27,35,"female",10,10,"employed","35 to 39",37,"Clerical and Administrative Workers","Education and Training","No","Part time",1,1.01666666666667,1,1.01666666666667,0,0,1,3,"Yes","Yes","No",0,0,4.66666666666667,1.3,4.43333333333333,10.2,0,0,0,0,0,0,4.66666666666667,1.3,4.43333333333333,10.2,0,0,0,0,"Yes","all_0_5"
"Y18H3020323P01",59.53,49,"male",9,13,"unemployed","45 to 49",47,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,2,"Yes","No","No",21,35.99,9.33333333333333,3.28,0,0,0,0,0,0,12.8333333333333,30.1,9.33333333333333,3.28,0,0,0,0,3.74818181818182,5.89,"Yes","all_0_5"
"Y18H3020324P01",64.14,37,"female",9,10,"employed","35 to 39",37,"Sales Workers","Retail Trade","Yes",NA,32.25,8,2.25,1,30,7,2.25,30,"Yes","Yes","Yes",0,0,14.7,7.52,7.23333333333333,7.92,0,0,0,0,0,0,14.7,7.52,7.23333333333333,7.92,0,0,0,0,"Yes","all_0_5"
"Y18H3020325P01",52.42,64,"male",9,19,"employed","60 to 64",62,"Professionals","Education and Training","No",NA,21,21,21,21,0,0,0,2,"Yes","No","Yes",5.83333333333333,13.65,5.48333333333333,3.5,0,0,0,0,7,8.57,5.83333333333333,13.65,5.48333333333333,3.5,0,0,0,0,7,8.57,"Yes","all_0_5"
"Y18H3020325P02",51.6,56,"female",9,18,"employed","55 to 59",57,"Clerical and Administrative Workers","Education and Training","Yes",NA,0,0,0,0,0,0,2.5,0,"No","Yes","Yes",11.6666666666667,48.21,0,0,0,0,0,0,0,0,11.6666666666667,48.21,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020326P01",66.55,36,"male",9,9,"employed","35 to 39",37,"Managers","Professional, Scientific and Technical Services","Yes",NA,24,9,0,9,24,0,1,2.5,"Yes","Yes","Yes",12.8333333333333,47.59,3.5,3.34,0,0,0,0,0,0,12.8333333333333,47.59,3.5,3.34,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3020326P02",64.45,30,"female",9,8,"employed","30 to 34",32,"Professionals","Professional, Scientific and Technical Services","No",NA,0,0.5,0,0.5,0,0,1,0,"No","No","No",2.91666666666667,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78727272727273,4.38,"No","all_0_5"
"Y18H3020327P01",224.58,28,"female",9,6,"employed","25 to 29",27,"Professionals","Professional, Scientific and Technical Services","No","Full time",5,0,0,0,5,0,0.333333333333333,2.5,"Yes","No","Yes",12.1333333333333,36.72,12.1333333333333,4.29,0,0,0,0,0,0,7.46666666666667,30.28,12.1333333333333,4.29,0,0,0,0,4.09818181818182,6.44,"Yes","all_0_5"
"Y18H3020328P01",182.09,40,"male",9,11,"employed","40 to 44",42,"Professionals","Financial and Insurance Services","No",NA,2,0.0166666666666667,0,0,2,0.0166666666666667,2.13333333333333,0,"No","No","No",10.5,65.69,0,0,0,0,0,0,0,0,9.33333333333333,63.33,0,0,0,0,0,0,1.50181818181818,2.36,"No","all_0_5"
"Y18H3020328P02",211.85,32,"female",9,8,"employed","30 to 34",32,"Professionals","Health Care and Social Assistance","Yes",NA,0,0,0,0,0,0,0.5,0,"No","No","No",12.8333333333333,71.34,0,0,0,0,0,0,0,0,9.33333333333333,63.33,0,0,0,0,0,0,5.09727272727273,8.01,"No","all_0_5"
"Y18H3020330P01",80.17,27,"female",9,6,"employed","25 to 29",27,"Professionals","Retail Trade","Yes",NA,0.333333333333333,0.75,0.333333333333333,0.75,0,0,1,2.5,"Yes","No","No",12.25,63.48,6.41666666666667,4.1,0,0,0,0,4.66666666666667,10.62,12.25,63.48,6.41666666666667,4.1,0,0,0,0,4.66666666666667,10.62,"Yes","all_0_5"
"Y18H3020330P02",82.79,26,"male",9,5,"employed","25 to 29",27,"Professionals","Professional, Scientific and Technical Services","Yes",NA,0,0,0,0,0,0,0.5,0.25,"Yes","No","No",0,0,0.7,0.16,0,0,0,0,7,8.17,0,0,0.7,0.16,0,0,0,0,7,8.17,"Yes","all_0_5"
"Y18H3020331P01",63.46,91,"male",9,31,"unemployed","85 +",92,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020331P02",61.45,81,"female",9,28,"unemployed","80 to 84",82,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,4.5,3,"Yes","No","Yes",0,0,4.2,2.27,4.43333333333333,5.63,0,0,0,0,0,0,4.2,2.27,4.43333333333333,5.63,0,0,0,0,"Yes","all_0_5"
"Y18H3020331P03",53.02,58,"male",9,17,"employed","55 to 59",57,"Clerical and Administrative Workers","Public Administration and Safety","No",NA,0.25,0,0.25,0,0,0,3.5,2,"Yes","No","No",0,0,6.3,3.3,3.03333333333333,12.12,0,0,0,0,0,0,6.3,3.3,3.03333333333333,12.12,0,0,0,0,"Yes","all_0_5"
"Y18H3020333P01",63.76,73,"male",9,23,"employed","70 to 74",72,"Professionals","Manufacturing","No",NA,0,3.75,0,3.75,0,0,0.666666666666667,2,"Yes","Yes","No",0,0,3.96666666666667,1.44,16.9166666666667,95.24,0,0,0,0,0,0,3.96666666666667,1.44,16.9166666666667,95.24,0,0,0,0,"Yes","all_0_5"
"Y18H3020333P02",50.75,64,"female",9,20,"employed","60 to 64",62,"Professionals","Administrative and Support Services","No",NA,2.5,0,2.5,0,0,0,0,0,"No","No","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020334P01",213.76,31,"male",9,7,"employed","30 to 34",32,"Professionals","Construction","Yes",NA,0,0,0,0,0,0,0,7,"Yes","No","Yes",0,0,2.33333333333333,0.57,0,0,0,0,4.08333333333333,4.52,0,0,2.33333333333333,0.57,0,0,0,0,4.08333333333333,4.52,"Yes","all_0_5"
"Y18H3020334P02",203.34,30,"female",9,8,"employed","30 to 34",32,"Professionals","Professional, Scientific and Technical Services","Yes",NA,2,1,2,1,0,0,0,6,"Yes","No","Yes",0,0,4.55,3.28,5.95,6.56,0,0,0,0,0,0,4.55,3.28,5.95,6.56,0,0,0,0,"Yes","all_0_5"
"Y18H3020334P03",224.58,28,"female",9,6,"employed","25 to 29",27,"Clerical and Administrative Workers","Professional, Scientific and Technical Services","Yes",NA,20,0,0,0,20,0,0.666666666666667,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020337P01",52.56,56,"male",9,17,"employed","55 to 59",57,"Professionals","Public Administration and Safety","No",NA,0,0,0,0,0,0,1,0,"No","No","No",0.466666666666667,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292727272727273,0.46,"No","all_0_5"
"Y18H3020337P02",50.89,50,"female",9,16,"employed","50 to 54",52,"Professionals","Construction","Yes",NA,2,0,2,0,0,0,5,2,"Yes","No","Yes",0,0,7,4.71,0,0,0,0,0,0,0,0,7,4.71,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3020337P03",62.14,19,"female",9,2,"unemployed","15 to 19",17,"Not in Work Force","Not in Work Force","No","Full time",1.5,0,1.5,0,0,0,3,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020338P01",58.16,43,"female",9,12,"employed","40 to 44",42,"Professionals","Manufacturing","Yes",NA,2,0,2,0,0,0,0,0,"No","No","No",9.91666666666667,22.33,0,0,0,0,0,0,0,0,6.41666666666667,18.42,0,0,0,0,0,0,2.48818181818182,3.91,"No","all_0_5"
"Y18H3020338P02",58.16,42,"female",9,12,"employed","40 to 44",42,"Professionals","Health Care and Social Assistance","Yes",NA,0.833333333333333,0,0.833333333333333,0,0,0,0.5,0,"No","No","No",8.98333333333333,27.73,0,0,0,0,0,0,0,0,3.5,18.51,0,0,0,0,0,0,5.86727272727273,9.22,"No","all_0_5"
"Y18H3020339P01",60.36,45,"male",9,13,"employed","45 to 49",47,"Not in Work Force","Not in Work Force","Yes",NA,1,0,1,0,0,0,3.75,2,"Yes","Yes","Yes",0,0,3.96666666666667,3.44,3.85,7.62,0,0,0,0,0,0,3.96666666666667,3.44,3.85,7.62,0,0,0,0,"Yes","all_0_5"
"Y18H3020339P02",58.45,44,"female",9,12,"employed","40 to 44",42,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,3.33333333333333,"Yes","No","Yes",22.75,52.44,5.25,2.8,0,0,0,0,0,0,19.25,50.68,5.25,2.8,0,0,0,0,1.12,1.76,"Yes","all_0_5"
"Y18H3020340P01",63.76,88,"male",9,29,"unemployed","85 +",87,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,1.5,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020340P02",61.75,85,"female",9,30,"unemployed","85 +",87,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020341P01",150.08,58,"male",9,17,"unemployed","55 to 59",57,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0.333333333333333,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020341P02",142.76,57,"female",9,18,"unemployed","55 to 59",57,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0.833333333333333,0,"No","No","No",8.75,13.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67363636363636,13.63,"No","all_0_5"
"Y18H3020401P01",201.28,73,"male",8,23,"unemployed","70 to 74",72,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,1.33333333333333,0,"No","No","No",10.0333333333333,62.84,0,0,0,0,0,0,0,0,7.93333333333333,54.81,0,0,0,0,0,0,5.11,8.03,"No","all_0_5"
"Y18H3020401P02",160.19,66,"female",8,22,"unemployed","65 to 69",67,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0,0,"No","No","No",10.0333333333333,62.84,0,0,0,0,0,0,0,0,7.93333333333333,54.81,0,0,0,0,0,0,5.11,8.03,"No","all_0_5"
"Y18H3020401P03",256.53,25,"female",8,6,"unemployed","25 to 29",27,"Not in Work Force","Not in Work Force","No","Full time",0,0,0,0,0,0,3,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020403P01",187.29,49,"female",8,14,"employed","45 to 49",47,"Professionals","Other Services","Yes",NA,0,0,0,0,0,0,1.5,0,"No","No","No",6.76666666666667,32.32,0,0,0,0,0,0,0,0,5.83333333333333,32,0,0,0,0,0,0,0.203636363636364,0.32,"No","all_0_5"
"Y18H3020403P02",193.41,48,"male",8,13,"employed","45 to 49",47,"Machinery Operators and Drivers","Transport, Postal and Warehousing","Yes",NA,20,5,0,5,20,0,0,0,"No","Yes","Yes",10.5,46.01,0,0,0,0,0,0,0,0,10.5,46.01,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020403P03",268.98,20,"male",8,3,"employed","20 tp 24",22,"Not in Work Force","Health Care and Social Assistance","Yes",NA,0,3,0,3,0,0,1.16666666666667,0,"No","Yes","Yes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020404P01",171.62,55,"male",8,17,"employed","55 to 59",57,"Managers","Construction","Yes",NA,2,0,2,0,0,0,0,1,"Yes","No","Yes",11.6666666666667,58.8,1.16666666666667,0.3,0,0,0,0,0,0,11.6666666666667,58.8,1.16666666666667,0.3,0,0,0,0,0,0,"Yes","all_0_5"
"Y18H3020404P02",166.18,51,"female",8,16,"unemployed","50 to 54",52,"Not in Work Force","Not in Work Force","No",NA,0,0,0,0,0,0,0.333333333333333,0,"No","No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","all_0_5"
"Y18H3020404P03",270.33,22,"male",8,3,"employed","20 tp 24",22,"Technicians and Trades Workers","Construction","Yes",NA,10,0,0,0,10,0,0,0,"No","No","No",22.5166666666667,102.07,0,0,0,0,0,0,0,0,22.1666666666667,101.6,0,0,0,0,0,0,0.299090909090909,0.47,"No","all_0_5"
"Y18H3020406P01",649.12,27,"female",8,6,"employed","25 to 29",27,"Managers","Retail Trade","Yes",NA,0,30,0,30,0,0,4,0,"No","Yes","Yes",8.51666666666667,18.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.8172727272727,18.57,"No","all_0_5"
"Y18H3020406P02",617.84,30,"male",8,7,"employed","30 to 34",32,"Managers","Retail Trade","Yes",NA,3,3,3,3,0,0,1,1.5,"Yes","No","No",3.26666666666667,5.81,1.86666666666667,0.87,5.25,8.94,13.0666666666667,45.32,0,0,0,0,1.86666666666667,0.87,5.25,8.94,13.0666666666667,45.32,3.69727272727273,5.81,"Yes","all_0_5"
"Y18H3020409P01",163.89,50,"female",8,16,"employed","50 to 54",52,"Professionals","Public Administration and Safety","Yes",NA,1,0,1,0,0,0,0,2,"Yes","No","No",3.73333333333333,13.35,4.9,1.94,9.21666666666667,47.12,0,0,0,0,0,0,4.9,1.94,9.21666666666667,47.12,0,0,8.49545454545455,13.35,"Yes","all_0_5"
