"persid","hhid","age","age_group","age_group_2","sex","work_status","work_full","study_full","occupation_cat","industry_cat","SurveyPeriod","HomeSubRegion","HOMEPC","participant_wt","ses","time_base_car","distance_base_car","time_base_walking","distance_base_walking","time_base_public.transport","distance_base_public.transport","time_base_other","distance_base_other","time_base_bicycle","distance_base_bicycle","time_scen_car","distance_scen_car","time_scen_walking","distance_scen_walking","time_scen_public.transport","distance_scen_public.transport","time_scen_other","distance_scen_other","time_scen_bicycle","distance_scen_bicycle","walk_base","walk_scen","walk_base_min"
"Y18H3002405P02","Y18H3002405",26,7,27,"female","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3081,88.24,2,8.75,30.27,2.33333333333333,1.14,0,0,0,0,0,0,8.75,30.27,2.33333333333333,1.14,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3002406P01","Y18H3002406",40,10,42,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - middle",3081,163.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002406P02","Y18H3002406",36,9,37,"female","employed","No",NA,"Technicians and Trades Workers","Other Services","2017-18","MELB - middle",3081,189.98,2,4.08333333333333,11.28,0,0,0,0,0,0,0,0,0,0,8.05,4.6,0,0,0,0,4.25090909090909,6.68,"No","Yes","No"
"Y18H3002408P01","Y18H3002408",30,8,32,"male","employed","Yes",NA,"Community and Personal Service Workers","Arts and Recreation Services","2017-18","MELB - middle",3081,70.84,2,0,0,5.01666666666667,1.64,13.4166666666667,26.69,4.66666666666667,3.12,0,0,0,0,5.01666666666667,1.64,13.4166666666667,26.69,4.66666666666667,3.12,0,0,"Yes","Yes","Yes"
"Y18H3002408P02","Y18H3002408",26,7,27,"female","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - middle",3081,86.5,2,8.75,22.18,0,0,0,0,0,0,0,0,8.75,22.18,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002409P01","Y18H3002409",33,8,32,"male","employed","Yes",NA,"Machinery Operators and Drivers","Financial and Insurance Services","2017-18","MELB - middle",3081,71.29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002409P02","Y18H3002409",30,8,32,"female","employed","Yes",NA,"Community and Personal Service Workers","Professional, Scientific and Technical Services","2017-18","MELB - middle",3081,69.03,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002412P01","Y18H3002412",39,9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3081,69.98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002412P02","Y18H3002412",33,8,32,"male","employed","No",NA,"Machinery Operators and Drivers","Retail Trade","2017-18","MELB - middle",3081,72.27,2,9.33333333333333,25.24,0,0,0,0,0,0,0,0,9.33333333333333,25.24,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002413P01","Y18H3002413",35,9,37,"female","employed","Yes","Part time","Professionals","Education and Training","2017-18","MELB - middle",3081,189.98,2,9.33333333333333,23.65,0,0,0,0,0,0,0,0,5.83333333333333,16.82,0,0,0,0,0,0,4.34636363636364,6.83,"No","No","No"
"Y18H3002413P02","Y18H3002413",34,8,32,"male","employed","No","Part time","Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - middle",3081,199.72,2,6.41666666666667,25.16,0,0,0,0,0,0,0,0,6.41666666666667,25.16,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002414P01","Y18H3002414",53,12,52,"male","employed","Yes",NA,"Professionals","Professional, Scientific and Technical Services","2017-18","MELB - middle",3081,146.09,2,14,135,2.91666666666667,1.36,0,0,0,0,0,0,14,135,2.91666666666667,1.36,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3002414P02","Y18H3002414",52,12,52,"female","employed","Yes",NA,"Professionals","Arts and Recreation Services","2017-18","MELB - middle",3081,138.97,2,14,135,0,0,0,0,0,0,0,0,14,135,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002414P03","Y18H3002414",23,6,22,"male","unemployed","No","Full time","Not in Work Force","Not in Work Force","2017-18","MELB - middle",3081,229.82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002416P01","Y18H3002416",32,8,32,"male","employed","Yes",NA,"Technicians and Trades Workers","Accommodation and Food Services","2017-18","MELB - middle",3081,71.29,2,7,34.38,0,0,0,0,0,0,0,0,7,34.38,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002416P02","Y18H3002416",27,7,27,"male","employed","Yes",NA,"Technicians and Trades Workers","Retail Trade","2017-18","MELB - middle",3081,89.89,2,0,0,2.33333333333333,1.42,0,0,0,0,0,0,0,0,2.33333333333333,1.42,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3002416P03","Y18H3002416",29,7,27,"female","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - middle",3081,87.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002416P04","Y18H3002416",25,7,27,"female","employed","No",NA,"Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - middle",3081,87.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002418P01","Y18H3002418",57,13,57,"male","employed","No",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - middle",3081,57.87,2,0,0,0,0,0,0,1.16666666666667,1.12,5.83333333333333,12.82,0,0,0,0,0,0,1.16666666666667,1.12,5.83333333333333,12.82,"No","No","No"
"Y18H3002418P02","Y18H3002418",21,6,22,"male","employed","No","Full time","Professionals","Education and Training","2017-18","MELB - middle",3081,91.15,2,6.41666666666667,24.24,0,0,0,0,0,0,0,0,4.66666666666667,19.62,0,0,0,0,0,0,2.94,4.62,"No","No","No"
"Y18H3002421P01","Y18H3002421",36,9,37,"female","employed","No",NA,"Professionals","Education and Training","2017-18","MELB - middle",3081,197.93,2,5.83333333333333,6.3,5.25,2.99,0,0,0,0,0,0,0,0,5.25,2.99,0,0,0,0,4.00909090909091,6.3,"Yes","Yes","Yes"
"Y18H3002421P02","Y18H3002421",32,8,32,"male","employed","Yes",NA,"Managers","Construction","2017-18","MELB - middle",3081,208.08,2,3.5,6.07,2.33333333333333,1.42,0,0,0,0,0,0,0,0,3.90833333333333,2.32,0,0,0,0,3.29,5.17,"Yes","Yes","Yes"
"Y18H3002422P01","Y18H3002422",55,13,57,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,55.49,3,5.83333333333333,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88727272727273,7.68,"No","No","No"
"Y18H3002424P01","Y18H3002424",70,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,67.43,3,3.5,14.67,0,0,0,0,0,0,0,0,3.5,14.67,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002425P01","Y18H3002425",87,19,87,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,67.77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002426P01","Y18H3002426",76,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,67.75,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002429P01","Y18H3002429",66,15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,56.36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002433P01","Y18H3002433",55,13,57,"female","employed","No",NA,"Labourers","Accommodation and Food Services","2017-18","MELB - middle",3073,56.61,3,1.75,1.64,0,0,0,0,0,0,0,0,0,0,2.87,1.64,0,0,0,0,0,0,"No","Yes","No"
"Y18H3002435P01","Y18H3002435",72,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,183.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002436P01","Y18H3002436",81,18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,66.41,3,0,0,1.16666666666667,0.94,0,0,0,0,0,0,0,0,1.16666666666667,0.94,0,0,0,0,0,0,"Yes","Yes","No"
"Y18H3002437P01","Y18H3002437",71,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,69.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002437P02","Y18H3002437",71,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,66.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3002439P01","Y18H3002439",92,19,92,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - middle",3073,67.77,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010102P01","Y18H3010102",66,15,67,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - outer",3931,48.77,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010102P02","Y18H3010102",61,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,47.23,7,1.16666666666667,3.32,0,0,0,0,0,0,0,0,0,0,5.81,3.32,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010103P01","Y18H3010103",37,9,37,"male","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - outer",3931,62.49,7,9.91666666666667,65.85,0,0,0,0,0,0,0,0,9.91666666666667,65.85,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010103P02","Y18H3010103",34,8,32,"female","employed","No",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - outer",3931,60.51,7,19.25,169.65,0,0,0,0,0,0,0,0,17.5,159.73,0,0,0,0,0,0,6.31272727272727,9.92,"No","No","No"
"Y18H3010108P01","Y18H3010108",62,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,46.93,7,1.75,4.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93363636363636,4.61,"No","No","No"
"Y18H3010110P01","Y18H3010110",86,19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,59.87,7,1.28333333333333,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06727272727273,4.82,"No","No","No"
"Y18H3010110P02","Y18H3010110",83,18,82,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,57.97,7,1.28333333333333,4.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06727272727273,4.82,"No","No","No"
"Y18H3010111P01","Y18H3010111",82,18,82,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,60.17,7,3.73333333333333,11.15,0,0,0,0,0,0,0,0,0,0,6.2475,3.57,0,0,0,0,4.82363636363636,7.58,"No","Yes","No"
"Y18H3010111P02","Y18H3010111",75,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,58.27,7,3.73333333333333,11.13,0,0,0,0,0,0,0,0,0,0,6.2125,3.55,0,0,0,0,4.82363636363636,7.58,"No","Yes","No"
"Y18H3010114P01","Y18H3010114",49,11,47,"male","employed","Yes",NA,"Labourers","Other Services","2017-18","MELB - outer",3931,158.52,7,16.2166666666667,67.67,0,0,0,0,0,0,0,0,13.8833333333333,60.92,0,0,0,0,0,0,4.29545454545454,6.75,"No","No","No"
"Y18H3010114P02","Y18H3010114",48,11,47,"female","employed","Yes",NA,"Managers","Professional, Scientific and Technical Services","2017-18","MELB - outer",3931,150.8,7,17.3833333333333,70.99,0,0,0,0,0,0,0,0,13.8833333333333,60.92,0,0,0,0,0,0,6.40818181818182,10.07,"No","No","No"
"Y18H3010115P01","Y18H3010115",48,11,47,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,55.8,7,0.466666666666667,1.1,0,0,0,0,0,0,0,0,0,0,1.925,1.1,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010115P02","Y18H3010115",45,11,47,"female","employed","No",NA,"Clerical and Administrative Workers","Health Care and Social Assistance","2017-18","MELB - outer",3931,54.04,7,0.466666666666667,1.1,0,0,0,0,0,0,0,0,0,0,1.925,1.1,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010117P01","Y18H3010117",62,14,62,"male","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - outer",3931,49.2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010117P02","Y18H3010117",60,14,62,"female","employed","Yes",NA,"Managers","Accommodation and Food Services","2017-18","MELB - outer",3931,47.65,7,5.6,6.92,0,0,0,0,0,0,0,0,0,0,3.2375,1.85,0,0,0,0,3.22636363636364,5.07,"No","Yes","No"
"Y18H3010117P03","Y18H3010117",28,7,27,"male","employed","Yes",NA,"Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - outer",3931,78.8,7,4.66666666666667,9.71,0,0,0,0,0,0,0,0,0,0,6.79,3.88,0,0,0,0,3.71,5.83,"No","Yes","No"
"Y18H3010120P01","Y18H3010120",64,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,113.74,7,2.33333333333333,6.78,14.35,8.02,0,0,0,0,0,0,0,0,14.35,8.02,0,0,0,0,4.31454545454545,6.78,"Yes","Yes","Yes"
"Y18H3010122P01","Y18H3010122",78,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,57.1,7,1.4,1.94,0,0,0,0,0,0,0,0,0,0,3.395,1.94,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010122P02","Y18H3010122",78,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,58.96,7,2.56666666666667,5.41,10.5,1.94,0,0,0,0,0,0,0,0,13.895,3.88,0,0,0,0,2.20818181818182,3.47,"Yes","Yes","Yes"
"Y18H3010123P01","Y18H3010123",76,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,57.46,7,4.66666666666667,3.41,0,0,0,0,0,0,0,0,0,0,5.9675,3.41,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010123P02","Y18H3010123",54,12,52,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,49.58,7,12.0166666666667,85.31,0,0,0,0,0,0,0,0,11.6666666666667,83.3,0,0,0,0,0,0,1.27909090909091,2.01,"No","No","No"
"Y18H3010129P01","Y18H3010129",71,16,72,"female","employed","No",NA,"Professionals","Retail Trade","2017-18","MELB - outer",3931,57.1,7,1.98333333333333,5.66,0,0,0,0,0,0,0,0,0,0,9.905,5.66,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010131P01","Y18H3010131",77,17,77,"male","employed","No",NA,"Machinery Operators and Drivers","Health Care and Social Assistance","2017-18","MELB - outer",3931,59.87,7,10.5,30.84,6.41666666666667,1.94,0,0,0,0,0,0,6.41666666666667,28,11.3866666666667,4.78,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010131P02","Y18H3010131",70,16,72,"female","employed","No",NA,"Community and Personal Service Workers","Education and Training","2017-18","MELB - outer",3931,57.97,7,32.0833333333333,225.84,0,0,0,0,0,0,0,0,28,223,4.97,2.84,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010132P01","Y18H3010132",66,15,67,"female","employed","No",NA,"Sales Workers","Retail Trade","2017-18","MELB - outer",3931,47.89,7,2.33333333333333,3.79,0,0,0,0,0,0,0,0,0,0,2.3275,1.33,0,0,0,0,1.56545454545455,2.46,"No","Yes","No"
"Y18H3010132P02","Y18H3010132",62,14,62,"male","employed","No",NA,"Clerical and Administrative Workers","Professional, Scientific and Technical Services","2017-18","MELB - outer",3931,49.45,7,0,0,4.08333333333333,1.46,15.75,92.88,0,0,0,0,0,0,4.08333333333333,1.46,15.75,92.88,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010133P01","Y18H3010133",71,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,58.25,7,7,25.93,15.1666666666667,8.97,8.16666666666667,51.76,0,0,0,0,7,25.93,15.1666666666667,8.97,8.16666666666667,51.76,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010133P02","Y18H3010133",68,15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,49.44,7,5.71666666666667,25.93,0,0,0,0,0,0,0,0,5.71666666666667,25.93,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010134P01","Y18H3010134",78,17,77,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,145.7,7,2.33333333333333,5.99,7,2.84,0,0,0,0,0,0,0,0,7,2.84,0,0,0,0,3.81181818181818,5.99,"Yes","Yes","Yes"
"Y18H3010134P02","Y18H3010134",68,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,113.74,7,2.33333333333333,5.99,7,2.84,0,0,0,0,0,0,0,0,7,2.84,0,0,0,0,3.81181818181818,5.99,"Yes","Yes","Yes"
"Y18H3010135P01","Y18H3010135",50,12,52,"female","employed","Yes",NA,"Professionals","Financial and Insurance Services","2017-18","MELB - outer",3931,129.49,7,0.933333333333333,2.84,0,0,0,0,0,0,0,0,0,0,4.97,2.84,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010135P02","Y18H3010135",47,11,47,"male","employed","Yes",NA,"Machinery Operators and Drivers","Construction","2017-18","MELB - outer",3931,158.52,7,0.933333333333333,2.84,0,0,0,0,0,0,0,0,0,0,4.97,2.84,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010136P01","Y18H3010136",71,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,57.1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010139P01","Y18H3010139",41,10,42,"male","employed","Yes",NA,"Technicians and Trades Workers","Wholesale Trade","2017-18","MELB - outer",3931,56.94,7,14,116.14,0,0,0,0,0,0,0,0,14,116.14,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010139P02","Y18H3010139",38,9,37,"female","employed","No","Part time","Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,60.82,7,0,0,7,2.04,0,0,0,0,0,0,0,0,7,2.04,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010140P01","Y18H3010140",46,11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,55.13,7,5.95,16.15,0,0,0,0,0,0,0,0,0,0,15.925,9.1,0,0,0,0,4.48636363636364,7.05,"No","Yes","No"
"Y18H3010141P01","Y18H3010141",62,14,62,"male","employed","Yes",NA,"Community and Personal Service Workers","Health Care and Social Assistance","2017-18","MELB - outer",3931,119.57,7,1.16666666666667,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00363636363636,4.72,"No","No","No"
"Y18H3010141P02","Y18H3010141",58,13,57,"female","employed","No",NA,"Clerical and Administrative Workers","Health Care and Social Assistance","2017-18","MELB - outer",3931,124.28,7,0,0,3.5,1.9,0,0,0,0,3.5,4.33,0,0,3.5,1.9,0,0,0,0,3.5,4.33,"Yes","Yes","Yes"
"Y18H3010142P01","Y18H3010142",72,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,151.8,7,7,29.28,3.5,2.58,0,0,0,0,0,0,7,29.28,3.5,2.58,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010142P02","Y18H3010142",71,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3931,144.4,7,0,0,8.75,6.44,0,0,0,0,0,0,0,0,8.75,6.44,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010202P01","Y18H3010202",88,19,87,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3155,158.59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010202P02","Y18H3010202",77,17,77,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3155,153.57,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010203P01","Y18H3010203",64,14,62,"male","employed","Yes",NA,"Professionals","Education and Training","2017-18","MELB - outer",3155,131.5,6,1.16666666666667,2.02,0,0,0,0,0,0,0,0,0,0,3.535,2.02,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010203P02","Y18H3010203",62,14,62,"male","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - outer",3155,131.5,6,7.93333333333333,67.9,5.25,1.78,0,0,0,0,0,0,7.93333333333333,67.9,5.25,1.78,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010205P01","Y18H3010205",36,9,37,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3155,162.49,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010205P02","Y18H3010205",35,9,37,"male","employed","Yes",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - outer",3155,167.8,6,4.66666666666667,23.02,0,0,0,0,0,0,0,0,4.66666666666667,23.02,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010215P01","Y18H3010215",54,12,52,"female","employed","No",NA,"Labourers","Health Care and Social Assistance","2017-18","MELB - outer",3155,127.5,6,1.16666666666667,10.75,0,0,0,0,0,0,0,0,1.16666666666667,10.75,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010215P02","Y18H3010215",29,7,27,"female","employed","Yes",NA,"Clerical and Administrative Workers","Health Care and Social Assistance","2017-18","MELB - outer",3155,200.83,6,4.08333333333333,21.19,0,0,0,0,0,0,0,0,4.08333333333333,21.19,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010217P01","Y18H3010217",72,16,72,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3155,160,6,3.5,13.68,3.5,1.42,0,0,0,0,0,0,2.33333333333333,11.38,3.5,1.42,0,0,0,0,1.46363636363636,2.3,"Yes","Yes","Yes"
"Y18H3010217P02","Y18H3010217",67,15,67,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3155,127.34,6,3.5,13.68,3.5,1.42,0,0,0,0,0,0,2.33333333333333,11.38,3.5,1.42,0,0,0,0,1.46363636363636,2.3,"Yes","Yes","Yes"
"Y18H3010221P01","Y18H3010221",47,11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3155,399.67,6,7.81666666666667,38.85,0,0,0,0,0,0,0,0,4.66666666666667,31.18,6.4925,3.71,0,0,0,0,2.52,3.96,"No","Yes","No"
"Y18H3010221P02","Y18H3010221",45,11,47,"male","employed","Yes",NA,"Technicians and Trades Workers","Construction","2017-18","MELB - outer",3155,420.16,6,12.8333333333333,50.21,0,0,0,0,0,0,0,0,11.0833333333333,47.59,4.585,2.62,0,0,0,0,0,0,"No","Yes","No"
"Y18H3010221P03","Y18H3010221",18,5,17,"female","employed","No","Full time","Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - outer",3155,440.96,6,6.3,36.9,0,0,0,0,0,0,0,0,4.66666666666667,31.18,3.08,1.76,0,0,0,0,2.52,3.96,"No","Yes","No"
"Y18H3010221P04","Y18H3010221",18,5,17,"female","employed","No","Full time","Community and Personal Service Workers","Accommodation and Food Services","2017-18","MELB - outer",3155,440.96,6,6.3,36.9,0,0,0,0,0,0,0,0,4.66666666666667,31.18,3.08,1.76,0,0,0,0,2.52,3.96,"No","Yes","No"
"Y18H3010225P01","Y18H3010225",64,14,62,"male","employed","No",NA,"Machinery Operators and Drivers","Transport, Postal and Warehousing","2017-18","MELB - outer",3787,157.58,10,4.66666666666667,25.02,0,0,0,0,0,0,0,0,4.66666666666667,25.02,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010225P02","Y18H3010225",61,14,62,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3787,152.6,10,8.16666666666667,14.12,6.41666666666667,3.82,0,0,0,0,0,0,8.16666666666667,14.12,6.41666666666667,3.82,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010227P01","Y18H3010227",61,14,62,"male","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - outer",3787,401.92,10,9.91666666666667,34.01,0,0,0,0,0,0,0,0,8.75,31.44,0,0,0,0,0,0,1.63545454545455,2.57,"No","No","No"
"Y18H3010227P02","Y18H3010227",60,14,62,"female","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - outer",3787,382.33,10,6.41666666666667,33.51,3.5,1.72,0,0,0,0,0,0,5.83333333333333,30.66,3.5,1.72,0,0,0,0,1.81363636363636,2.85,"Yes","Yes","Yes"
"Y18H3010227P03","Y18H3010227",29,7,27,"female","employed","Yes",NA,"Sales Workers","Retail Trade","2017-18","MELB - outer",3787,657.22,10,19.25,114.05,0,0,0,0,0,0,0,0,19.25,114.05,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010228P01","Y18H3010228",36,9,37,"male","employed","Yes",NA,"Professionals","Health Care and Social Assistance","2017-18","MELB - outer",3787,651.75,10,7.58333333333333,43.48,0,0,0,0,0,0,0,0,7.58333333333333,43.48,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010228P02","Y18H3010228",36,9,37,"female","employed","No",NA,"Clerical and Administrative Workers","Rental, Hiring and Real Estate Services","2017-18","MELB - outer",3787,619.97,10,3.5,21.61,0,0,0,0,0,0,0,0,3.5,21.61,0,0,0,0,0,0,0,0,"No","No","No"
"Y18H3010232P01","Y18H3010232",70,16,72,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3787,185.67,10,5.25,19.42,3.5,1.12,0,0,0,0,0,0,4.08333333333333,17.92,6.125,2.62,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010232P02","Y18H3010232",67,15,67,"male","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3787,157.58,10,0,0,6.41666666666667,2.56,0,0,0,0,0,0,0,0,6.41666666666667,2.56,0,0,0,0,0,0,"Yes","Yes","Yes"
"Y18H3010234P01","Y18H3010234",48,11,47,"female","unemployed","No",NA,"Not in Work Force","Not in Work Force","2017-18","MELB - outer",3787,486.51,10,10.0333333333333,34.47,0,0,0,0,0,0,0,0,10.0333333333333,34.47,0,0,0,0,0,0,0,0,"No","No","No"
